Latest Adoption Created...,Author,ISBN,Long Title
3/29/2019 3:02 pm,"Lin, M",9780471283904,Drawing & Designing W/ Confidence
3/29/2019 2:03 pm,"Haines, D",9781496384164,Neuroanatomy Atlas in Clinical Context 10E
3/29/2019 2:03 pm,Hunt R W G,9781119975373,Measuring Colour
3/29/2019 2:03 pm,"Boyce, W",9781119447535,Elem Diff Equations (LL) PKG 11e MATH 334
3/29/2019 2:02 pm,Boaler,9780470894521,Mathematical Mindsets
3/29/2019 2:02 pm,"Schuenke, M",9781604069228,General Anatomy And Musculoskeletal System 2E
3/29/2019 2:02 pm,Hitt + Dyer,9781119190929,Organizational Effectiveness w/2 Access Codes Pkg (Custom)
3/29/2019 2:02 pm,"Young, P",9781451173291,Basic Clinical Neuroscience 3E
3/29/2019 2:02 pm,"Hagen, U",9780470228487,Respect For Acting
3/29/2019 2:02 pm,"Salmon, M",9780807842447,Women & Law Of Property Early America
3/13/2019 4:02 pm,"Petelo, E",9780700377169,PACKET FREN 321 - Advanced French Part 1
3/13/2019 3:02 pm,"Kunej, C",9780700302185,PACKET Serbian / Croatian: Advanced Language and Culture
3/13/2019 3:02 pm,"Knell, E",9780700375356,PACKET FLANG 300 Readings
3/13/2019 3:02 pm,"Goldoni, C",9780700370740,PACKET La Locandiera
3/13/2019 3:02 pm,"Klein, I",9780700380381,PACKET Esercizi di Lettura
3/13/2019 3:02 pm,"Petelo, E",9780700376872,PACKET FREN 322 - Advanced French Part 2
3/13/2019 12:02 pm,"Merrill, R",9780700378579,PACKET SFL 393R Specialty Techniques and Heirloom Sewing
3/13/2019 12:02 pm,"Klein, I",9780700375721,PACKET Excerpts from Schede di Lavoro Vol 2
3/13/2019 11:02 am,"Rose, C",9780700304394,PACKET FREN 378 - TBA
3/13/2019 11:02 am,"Parkin, J",9780700372263,PACKET TMA 241 Readings
3/13/2019 10:02 am,"Rose, C",9780700304387,PACKET FREN 377 / 490R / 690R - TBA
3/13/2019 9:02 am,"Williams, S",9780700304165,PACKET ARTHC 201 Workbook
3/11/2019 1:05 pm,"Westover, P",9780700304356,PACKET Readings in Romanticism and Memory
3/11/2019 1:05 pm,"Davis, C",9780700302871,PACKET PHSCS 105 Homework
3/11/2019 1:04 pm,"Brown, M",9780700301973,PACKET Human Anatomy Lecture Guide
3/11/2019 1:03 pm,"Brown, M",9780700301911,PACKET Intro to Human Anatomy ( Lab Manual / Online Textbook )
3/11/2019 1:02 pm,PDBIO Dept,9780700375004,PACKET Advanced Physiology Laboratory w/ CD
3/11/2019 1:02 pm,"Merrill, R",9780700390908,PACKET SFL 185R Syllabus with Patterns
3/11/2019 1:02 pm,"Reynolds, P",9780700371952,PACKET PDBIO 325 Lab Manual
3/11/2019 1:02 pm,"Bronson, T",9780700371686,PACKET Spectroscopy CHEM 353/354/355
3/11/2019 1:02 pm,"Caswell, J",9780700348084,PACKET Bulgarian Literature
3/11/2019 1:02 pm,"Emmett, C",9780700399277,PACKET Indonesian 330 Readings
3/11/2019 12:02 pm,"Bergman, J",9780700303656,PACKET BYU Trumpets
3/11/2019 12:02 pm,"Brown, M",9780700301683,PACKET NEURO 480 Lecture Notes
3/11/2019 12:02 pm,"Brown, M",9780700301676,PACKET NEURO 360 Lecture Notes
3/11/2019 12:02 pm,"Taylor, S",9780700392308,PACKET Jewel of the Desert
3/11/2019 12:01 pm,"Robinson, L",9780700373444,PACKET Clinic Resources for Assessment and Treatment
3/11/2019 11:02 am,"McCoy, S",9780700303915,PACKET Folk Dance for Children
3/11/2019 11:02 am,"Roper, M",9780700303885,PACKET DANCE 354 Dance and Identity
3/11/2019 11:02 am,"Vehrs, P",9780700303809,PACKET An Introduction to ECGs
3/11/2019 11:02 am,"Austin, E",9780700300976,PACKET World Dance Course Materials
3/11/2019 11:02 am,"Tuia, K",9780700369089,PACKET Ethnic Dance Beginning - POLYNESIAN
3/11/2019 11:01 am,"Berrett, M",9780700367375,PACKET Creative Section Resources
3/11/2019 11:01 am,"Tuia, K",9780700375936,PACKET Ethnic Dance Technique 1 - Polynesian
3/11/2019 11:01 am,"Wakamatsu, K",9780700375608,PACKET DANCE 276R Course Materials
3/11/2019 10:02 am,"White, T",9780700302772,PACKET DANCE 264 Materials
3/11/2019 10:02 am,"Toler, A",9780700374663,PACKET ARTED 326 Supplemental Handouts
3/11/2019 10:02 am,"Farnsworth, P",9780700398331,PACKET CHEM 113 Intro General Chemistry Laboratory
2/19/2019 2:02 pm,"Mills, E",9780806318677,Quicksheet: Citing Ancestry 2E
2/17/2019 1:03 pm,"Cobbs, E",9781305585300,Major Problems In American Hist Vol 2 4E
2/17/2019 1:03 pm,"Hansen, V",9780393973747,Open Empire: A History Of China Through 1600
